model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq,target_bin
Hyundai Solaris,economy,petrol,4.26,2012,23620,2022,4.470689655172413,16708042.34186029,0.1,119.0,3.0130193463636363,174,172,0
Kia Rio X-line,economy,petrol,3.98,2014,72725,2019,4.5424712643678165,13893044.821341354,0.1,144.9236684304933,-6.736875686214024,174,173,0
Skoda Rapid,economy,petrol,5.76,2016,98095,2016,4.68948275862069,13699865.595683992,0.1,200.0,-7.371950428599318,174,174,0
Renault Sandero,standart,petrol,2.8,2013,41779,2016,4.1161494252873565,13961510.30008469,0.1,189.0,-9.945328702466668,174,174,0
Hyundai Solaris,economy,petrol,7.44,2013,42736,2018,4.19264367816092,14283885.2913794,0.1,193.72848926548724,6.366710938545641,174,172,1
Renault Sandero,standart,petrol,7.02,2011,2624,2022,4.55528735632184,23654637.36736928,0.23,162.0,-6.180558492285959,174,170,0
Skoda Rapid,economy,petrol,3.8,2016,96366,2016,4.301091954022988,15481446.143225182,0.1,167.1674520942073,12.888214088788892,174,173,1
Renault Sandero,standart,petrol,4.26,2015,79175,2015,3.952183908045977,19822984.351659097,0.1,178.17751614176044,14.58964098480866,174,172,1
Hyundai Solaris,economy,petrol,3.66,2013,40563,2017,3.95867816091954,22426848.52857983,0.1,172.43235145022084,19.25641001956153,174,171,0
Nissan Qashqai,standart,petrol,4.18,2013,49244,2019,3.832758620689655,18915010.997383896,0.1,193.53145468203127,5.446359493365741,174,173,0
Renault Sandero,standart,petrol,5.0,2013,36768,2018,3.900804597701149,6523272.478571336,0.1,182.9859433105412,-3.1049385910310927,174,170,0
VW Tiguan,economy,petrol,4.22,2013,46797,2021,4.594540229885058,16058294.446220089,0.1,155.0,9.586034664454914,174,170,0
Renault Sandero,standart,petrol,4.48,2011,3678,2018,4.812471264367816,18431695.471587747,0.1,181.98236755145385,0.0916929245905963,174,172,0
Kia Rio,economy,petrol,5.04,2014,60298,2019,4.340459770114943,9044443.349204153,0.1,155.35943497090815,-8.554248720163972,174,169,0
Renault Kaptur,standart,petrol,3.14,2013,47215,2017,4.244597701149425,11504305.450596252,0.0,184.97885689471445,-0.7995660731364492,174,173,0
Smart ForFour,economy,petrol,2.76,2016,98338,2020,4.797701149425287,9735459.227224698,0.1,136.5631993628769,3.6251165058008974,174,172,0
Kia Sportage,standart,petrol,4.88,2015,78186,2017,4.322298850574713,9724035.965020312,0.1,107.12110997928325,-9.439499572937706,174,170,0
VW Polo,economy,petrol,4.46,2013,45030,2015,4.190574712643678,11361459.826011904,0.0,184.046578147058,16.87212749784232,174,174,0
Hyundai Solaris,economy,petrol,3.62,2013,44987,2022,3.95448275862069,19950643.180130877,0.1,171.38565320819606,-1.4200399386220248,174,171,0
VW Polo VI,economy,petrol,4.76,2014,69687,2015,4.691781609195402,12833492.631026538,0.1,144.68007045394725,15.41057156907205,174,169,0
Kia Rio X-line,economy,petrol,5.76,2013,52713,2017,4.308218390804598,9227580.54431477,0.1,183.7555958144764,9.607221728976992,174,174,0
Smart ForTwo,economy,petrol,4.26,2014,64753,2019,4.719827586206897,15781630.953525858,0.19,182.0,-2.242804036712656,174,173,0
VW Polo,economy,petrol,3.7,2015,85137,2018,4.845114942528736,23356332.759699725,0.1,165.0,-6.732698026584501,174,172,0
Nissan Qashqai,standart,petrol,3.28,2015,88356,2019,4.367816091954023,19886745.29850284,0.0,187.02540889036345,-11.641504162362912,174,173,0
Kia Rio,economy,petrol,5.22,2015,81850,2017,4.303045977011494,4301056.405207804,0.1,176.89479230406292,5.400638811133042,174,173,1
Kia Rio X,economy,petrol,4.62,2015,77798,2018,4.390402298850574,6548505.904601343,0.1,179.9190787651696,-19.596534414316448,174,172,1
Smart ForFour,economy,petrol,5.06,2017,118244,2020,4.559770114942529,10996012.360496135,0.1,159.8118230416465,1.9302206722511968,174,172,0
Nissan Qashqai,standart,petrol,6.06,2015,88345,2018,4.285977011494253,24285158.665047582,0.1,189.1953774676997,6.115593267801513,174,172,0
Skoda Rapid,economy,petrol,6.4,2016,90556,2016,4.918793103448276,15826062.18039409,0.1,199.2441297219764,-9.987676502855503,174,172,0
Smart ForTwo,economy,petrol,4.48,2015,91189,2015,4.216609195402299,16903716.422258433,0.0,197.3488342214413,0.6495237475001585,174,174,0
Kia Sportage,standart,petrol,5.02,2012,21317,2016,4.379482758620689,6361113.57940799,0.1,170.57117084233872,-8.421171512479662,174,173,0
VW Polo,economy,petrol,4.18,2012,22042,2017,3.729885057471265,10043635.907363469,0.1,165.00775719347448,-11.633186202330675,174,170,0
BMW 320i,business,petrol,4.12,2015,74560,2019,4.098735632183908,11857690.979475666,0.1,182.0728098208202,-8.308051869142478,174,174,0
Smart ForTwo,economy,petrol,4.28,2016,97182,2020,4.155229885057471,15908681.967812749,0.1,163.80455662938178,22.57094409332813,174,172,0
VW Polo VI,economy,petrol,5.66,2012,21887,2019,4.607586206896552,28557209.10855824,0.1,195.37542113118155,5.346422717544019,174,173,0
VW Polo,economy,petrol,3.48,2015,81638,2022,4.500632183908046,12355182.57307425,0.1,152.0,-13.815344140887651,174,173,0
Renault Kaptur,standart,petrol,5.32,2012,24009,2019,4.666666666666667,11149662.707185956,0.1,156.37745626871373,-5.326569555894741,174,169,0
Hyundai Solaris,economy,petrol,4.72,2015,83903,2018,4.344080459770115,11056347.994629549,0.1,158.0,-11.203004975920082,174,172,0
Kia Sportage,standart,petrol,4.66,2015,78572,2020,4.75,11368116.326397762,0.1,194.6187935826929,1.0861699922270645,174,170,0
Kia Rio X-line,economy,petrol,3.34,2011,2287,2020,4.661494252873563,9803902.349194149,0.1,171.70381037049765,10.419468999403852,174,164,0
Volkswagen ID.4 ,premium,electro,4.42,2017,119926,2018,4.3148275862068965,10119861.917024257,0.1,172.73287272790034,-15.104769027641982,174,148,0
Kia Rio X-line,economy,petrol,3.58,2011,3653,2017,4.074080459770115,7795847.825177539,0.1,186.740352204099,14.450853470314048,174,173,0
Kia Rio X-line,economy,petrol,5.08,2014,60071,2016,4.269252873563219,13766708.69376558,0.1,172.9839570923501,18.56329817074768,174,173,0
Renault Sandero,standart,petrol,3.86,2014,67318,2021,4.465172413793104,23513597.860885944,0.1,200.0,0.0449558176337996,174,170,0
Smart ForTwo,economy,petrol,4.76,2014,60852,2022,4.214137931034482,13946546.468317855,0.1,179.1288217135436,-3.120805388189825,174,174,1
Kia Rio X-line,economy,petrol,4.58,2011,4370,2020,4.027298850574713,11690199.610810831,0.1,191.6489375877553,-25.234314945309432,174,172,1
Renault Kaptur,standart,petrol,5.3,2014,62595,2017,4.656551724137931,12507638.73149252,0.1,109.06056841205516,2.394953147173233,174,171,0
Kia Sportage,standart,petrol,4.16,2013,41205,2015,4.726264367816092,10444605.26021641,0.1,200.0,0.660174861097446,174,173,0
VW Polo,economy,petrol,4.44,2013,37310,2020,4.813103448275863,15886861.702634428,0.1,200.0,-0.3651759891909573,174,174,0
Smart ForFour,economy,petrol,1.92,2015,80035,2015,3.9720114942528735,12433751.443794826,0.1,188.6342478248028,6.832895660815093,174,172,0
Kia Rio X-line,economy,petrol,4.92,2014,62517,2015,4.673275862068965,20587019.391932983,0.1,152.92374625779271,-13.514321686213364,174,172,0
Nissan Qashqai,standart,petrol,4.12,2013,43877,2016,4.031724137931034,11810472.703178618,0.1,187.0,-2.0317754317330072,174,172,1
Audi A3,premium,petrol,4.3,2017,110826,2019,4.777068965517242,11477297.679844668,0.1,167.0,8.585451216815265,174,171,0
VW Polo VI,economy,petrol,3.78,2013,41639,2019,4.128218390804597,11980600.422972957,0.1,156.96959240699147,15.288786968181537,174,171,0
Kia Rio,economy,petrol,3.6,2013,37417,2019,4.319540229885058,8607413.12666148,0.1,185.67768456006792,0.7424651863690018,174,173,0
Skoda Rapid,economy,petrol,3.72,2014,60084,2022,5.391264367816092,12168376.322567496,0.1,119.15798030824854,-10.282540725140652,174,173,0
Kia Rio X,economy,petrol,4.34,2011,2244,2018,4.161781609195402,15479616.70412145,0.0,200.0,-26.124914452717867,174,173,0
Renault Kaptur,standart,petrol,4.76,2014,61702,2015,4.517471264367816,11693604.068851566,0.51,198.0,3.0449645140942403,174,173,0
Smart ForFour,economy,petrol,2.84,2017,115934,2016,4.303045977011494,16508518.397984102,0.1,110.2657405334196,-6.523425557569623,174,173,0
Smart ForTwo,economy,petrol,3.8,2014,61049,2019,4.137298850574712,22255681.69801899,0.1,197.7767277334353,10.495467311030698,174,171,1
Nissan Qashqai,standart,petrol,4.7,2015,88268,2018,4.615459770114943,12061155.325090878,0.1,200.0,-5.766966391262004,174,172,0
Renault Kaptur,standart,petrol,5.1,2015,87129,2019,4.088045977011495,16459646.221778,0.1,189.06519102776383,5.243972499715658,174,173,0
Smart ForTwo,economy,petrol,3.8,2014,56704,2014,4.221379310344828,16058250.938362705,0.1,182.8495399292202,11.13646470295765,174,173,0
Nissan Qashqai,standart,petrol,5.0,2013,47895,2020,5.416264367816092,8241236.718811385,0.1,107.97792849490942,13.260983637176391,174,174,0
Kia Sportage,standart,petrol,3.48,2015,83053,2018,3.9129885057471263,10280142.481098078,0.1,177.0,-10.181243863135144,174,173,1
VW Polo,economy,petrol,4.64,2015,81467,2016,4.46396551724138,9561168.413546631,0.1,200.0,-6.13163504914985,174,165,0
VW Polo,economy,petrol,6.04,2014,64332,2019,4.770977011494253,10083496.312127082,1.07,161.0,24.05757733058173,174,174,0
Kia Rio,economy,petrol,5.32,2014,60223,2016,4.315344827586207,15257080.255438069,0.1,190.9910571353205,18.20155998480693,174,173,0
Renault Sandero,standart,petrol,5.28,2013,46366,2021,4.410172413793103,12200994.417094342,0.1,113.63634728881692,9.400360785687257,174,173,0
Nissan Qashqai,standart,petrol,4.3,2015,72969,2017,4.3839080459770114,6900337.90873379,0.1,173.38933526851903,0.5185911678266291,174,171,0
Kia Rio X-line,economy,petrol,5.6,2013,38818,2015,5.424137931034482,7754367.261441537,0.1,118.75772685687924,6.470289055695967,174,173,0
Skoda Rapid,economy,petrol,5.16,2015,93909,2017,5.240919540229885,12470920.559415694,0.1,117.36233481360144,-11.40159988631509,174,174,0
Skoda Rapid,economy,petrol,3.78,2014,64189,2019,4.792356321839081,12750978.367499394,0.1,154.02200502555846,-6.937218938013112,174,168,0
VW Tiguan,economy,petrol,3.26,2017,127367,2018,4.463390804597701,20967436.229356933,0.0,173.94324748871009,-6.993691167231336,174,173,0
Smart ForTwo,economy,petrol,5.24,2015,86243,2016,3.750459770114943,18974260.36137042,0.1,171.1905765088318,-2.442438020513761,174,171,0
Kia Rio X-line,economy,petrol,4.02,2015,86652,2021,4.097701149425287,6633795.891265305,0.1,197.15690117158616,8.371230507863196,174,174,0
Kia Sportage,standart,petrol,3.96,2013,46605,2018,4.618160919540229,11631330.627646953,0.1,155.0,1.4538975893631712,174,173,0
VW Polo,economy,petrol,1.88,2015,81699,2019,5.263505747126437,12629137.296343222,0.73,116.15033973512249,-11.153828153286304,174,173,0
Audi A3,premium,petrol,4.3,2013,43597,2020,4.1722413793103446,15738911.247939564,0.1,175.00337229479456,16.848014521977326,174,173,0
VW Tiguan,economy,petrol,4.86,2014,59714,2020,3.805574712643678,18601583.847475342,0.1,193.39419605288813,-3.652280867197652,174,174,0
Renault Kaptur,standart,petrol,4.62,2012,21622,2018,4.15080459770115,22044056.964308653,0.1,182.3255090523394,21.998740796521112,174,173,1
Mercedes-Benz GLC,business,petrol,2.82,2015,87593,2019,4.313218390804598,19198005.768079396,0.0,200.0,27.72725924991696,174,171,0
Kia Rio,economy,petrol,4.8,2015,85769,2021,3.8571839080459767,20994311.98624394,0.1,198.57190004347336,0.726883965612431,174,174,0
Hyundai Solaris,economy,petrol,3.7,2012,21365,2016,4.122988505747126,14401499.02965528,0.0,197.95037026103668,-9.626144983212171,174,172,0
Kia Rio X,economy,petrol,3.76,2014,55649,2018,4.490689655172414,7908172.981875662,0.25,102.57927239687857,2.8540910013141167,174,170,0
Hyundai Solaris,economy,petrol,4.54,2014,61802,2015,4.485574712643678,14798906.824084152,0.1,112.35590500231446,5.5201200543792535,174,171,0
VW Tiguan,economy,petrol,6.94,2013,45127,2019,4.848850574712644,19555899.349587224,0.1,189.52067864955063,-0.0602497032726714,174,173,0
Smart ForFour,economy,petrol,3.86,2017,117893,2018,4.493850574712644,16345491.517061131,0.1,163.54118030806595,-1.866751890662349,174,172,0
MINI CooperSE,business,electro,5.14,2011,447,2018,3.901609195402299,9142449.721886251,0.1,195.0,-28.284490362949057,174,173,1
Kia Rio,economy,petrol,4.78,2012,21367,2018,5.265172413793104,11949555.40447972,0.1,115.3056298964228,6.449155877233482,174,172,0
Hyundai Solaris,economy,petrol,5.28,2011,3457,2017,4.006609195402299,15163484.151391253,0.1,183.9522662309155,-9.40114496385506,174,170,1
Mercedes-Benz GLC,business,petrol,3.4,2013,42671,2020,4.177816091954023,8947959.861768516,0.1,198.66357296673664,-0.0098672907577912,174,168,1
Kia Rio X-line,economy,petrol,4.82,2013,44278,2018,4.094080459770115,14512810.201849936,0.1,160.5689767559091,6.3066531643434125,174,174,1
Hyundai Solaris,economy,petrol,5.08,2014,63452,2022,4.636666666666667,11729819.112571873,0.1,119.0,0.7855304688239606,174,171,0
Renault Kaptur,standart,petrol,4.74,2014,69685,2018,5.515402298850574,15109986.805564895,1.5,126.88156509738288,-0.6003308301616812,174,173,0
Kia Rio X,economy,petrol,6.22,2015,96364,2016,4.566494252873564,13481019.953740314,0.1,109.38343955827206,-1.779618837344946,174,172,0
Hyundai Solaris,economy,petrol,3.96,2015,78511,2017,4.58816091954023,3034158.997556063,0.1,139.92880819492035,-4.676578284536562,174,171,0
Kia Rio,economy,petrol,4.18,2015,90732,2014,3.8972413793103446,13657941.207688017,0.1,197.9482413410476,11.48469324291366,174,169,1
Renault Kaptur,standart,petrol,3.56,2011,1388,2018,4.315344827586207,12939138.974841887,0.0,200.0,-9.437413959126108,174,174,0
Kia Rio X,economy,petrol,4.8,2015,87302,2014,4.222413793103448,13950920.647490524,0.0,178.69795023847635,-4.892452467616524,174,173,0
Renault Sandero,standart,petrol,3.52,2015,85666,2016,4.639712643678161,9835427.02466423,0.1,117.41383627655368,-0.9925666531324424,174,174,0
Renault Kaptur,standart,petrol,4.6,2014,67118,2020,3.6672988505747126,12178971.147394096,0.1,171.61916746407172,-5.69377565786039,174,173,0
Renault Sandero,standart,petrol,3.84,2013,44790,2020,4.722701149425287,11241613.782969767,0.1,200.0,12.800431595156152,174,172,0
Nissan Qashqai,standart,petrol,4.0,2012,21738,2019,4.273850574712643,16909502.577324104,0.0,200.0,-19.696179007035365,174,173,0
Audi Q3,premium,petrol,3.88,2017,110040,2018,4.485402298850575,10287644.246229006,0.0,183.83605990339555,7.398392809484044,174,171,0
Kia Sportage,standart,petrol,4.74,2011,4267,2018,4.59867816091954,11940857.405507812,0.1,178.0,4.410258666770671,174,174,0
Kia Rio X,economy,petrol,5.32,2014,58219,2019,4.702183908045977,18890160.43638872,0.83,189.0,-1.8089427931204272,174,173,0
Skoda Rapid,economy,petrol,3.48,2017,133755,2022,5.403275862068965,13062659.496597065,0.36,112.51303946119766,-0.817193222312915,174,171,0
VW Polo VI,economy,petrol,4.16,2012,20492,2017,4.647413793103448,12072892.22949263,0.1,192.1439464571676,1.848450152177857,174,173,0
Kia Rio,economy,petrol,3.62,2015,87297,2014,4.003793103448276,18245911.909867022,0.1,171.24633516394275,4.570241344058515,174,171,0
Kia Rio,economy,petrol,3.12,2015,96993,2016,4.505862068965517,15839462.825807163,0.1,132.8426303138794,-0.5386515706158951,174,172,0
VW Tiguan,economy,petrol,3.94,2017,112886,2020,4.253333333333334,10722905.827131446,0.1,120.0,1.0137614035120488,174,171,0
Skoda Rapid,economy,petrol,3.82,2017,130393,2018,4.033275862068965,7679933.277879864,0.1,195.5032797994638,-19.00838857831694,174,174,0
Audi A3,premium,petrol,5.02,2016,94482,2017,4.169597701149425,19547595.64257123,0.0,200.0,8.070054950949785,174,172,0
Smart ForFour,economy,petrol,3.48,2013,36104,2017,4.714712643678161,7961566.73861629,0.1,166.60270449123635,-0.9581760168540489,174,171,0
Renault Kaptur,standart,petrol,3.12,2015,78630,2022,4.699885057471264,17243866.202336367,0.15,184.0,8.972414880571113,174,171,0
Smart ForTwo,economy,petrol,5.56,2013,42927,2014,4.061034482758621,14071223.586377988,0.1,175.564390569221,3.467644253898232,174,170,0
Skoda Rapid,economy,petrol,3.72,2017,117809,2014,4.802183908045977,7423394.496613247,0.1,185.35037423798485,-24.86853184075888,174,172,0
Tesla Model 3,premium,electro,5.1,2017,120231,2017,4.083850574712644,16251737.223957855,0.1,191.4251456499337,-6.045260389405874,174,144,0
Smart Coupe,economy,petrol,5.6,2017,121467,2016,4.874942528735632,9764093.947076244,0.19,189.0,-6.104495200285652,174,170,0
Hyundai Solaris,economy,petrol,5.4,2015,88544,2018,4.279885057471264,15098323.617883155,0.1,151.2532628843147,3.142967565525831,174,171,0
Renault Kaptur,standart,petrol,5.34,2012,27035,2021,3.826494252873563,12032023.34937169,0.1,192.09862342864,-3.0880307780326097,174,170,1
Kia Rio,economy,petrol,5.62,2011,2814,2016,3.932241379310345,14420244.134214517,0.1,180.33742944196,-7.142518291945395,174,174,0
Skoda Rapid,economy,petrol,2.52,2017,119034,2016,4.557873563218391,13798694.922244104,0.1,160.0,-3.665575337182835,174,170,0
Smart ForFour,economy,petrol,3.48,2017,128022,2015,5.306609195402299,14982097.364399103,0.34,109.86858266402,1.4442247954099818,174,174,0
Skoda Rapid,economy,petrol,3.84,2014,57543,2021,3.976609195402298,17302151.653019488,0.1,194.28309741249984,-0.8628082288515344,174,172,0
VW Polo VI,economy,petrol,5.54,2015,77723,2020,4.461091954022988,14789928.08309432,0.1,157.0,4.5465936101740745,174,171,0
Smart ForTwo,economy,petrol,4.28,2013,38888,2016,4.653908045977011,24940758.46515046,0.0,200.0,9.370697769628851,174,174,0
Renault Kaptur,standart,petrol,3.92,2015,73627,2017,4.357068965517241,16533322.279289383,0.0,200.0,-2.987955498252335,174,172,0
VW Tiguan,economy,petrol,4.56,2017,132381,2018,3.833908045977012,12018564.987871988,0.1,190.699191206676,-5.61802946255754,174,168,0
Kia Rio X,economy,petrol,3.62,2015,93392,2017,4.160977011494253,16341931.482203493,0.1,190.52165351580223,-4.148106250836015,174,174,0
Renault Sandero,standart,petrol,4.4,2015,89492,2021,4.300804597701149,15708349.50293544,0.1,164.9580151985662,-5.41801655077103,174,171,0
Kia Rio X,economy,petrol,4.22,2013,40718,2018,4.71735632183908,9576432.634503424,0.1,160.0,10.81107090881773,174,171,0
Skoda Rapid,economy,petrol,4.16,2016,110318,2019,5.419827586206896,14159517.992652832,0.1,103.7654839736524,-1.5867359093799176,174,172,0
Smart ForTwo,economy,petrol,5.22,2017,112123,2021,4.082068965517241,13131128.764713742,0.1,189.10811147067693,-3.039110982377762,174,174,1
Kia Sportage,standart,petrol,3.38,2015,87026,2020,4.543620689655173,11512987.159966022,0.1,148.73827289162776,-1.5873035124459849,174,172,0
VW Polo VI,economy,petrol,5.4,2012,25538,2020,4.411724137931034,9107927.58350041,0.49,200.0,0.9697726726661702,174,173,0
Smart ForTwo,economy,petrol,3.62,2014,67354,2021,4.525574712643678,12450875.299259365,0.1,100.9948025376596,-1.7604100155190183,174,172,0
Kia Rio X-line,economy,petrol,5.04,2015,87312,2022,4.457988505747127,16225302.053102534,0.1,133.3321951547292,-6.312684037213213,174,172,0
Nissan Qashqai,standart,petrol,3.36,2012,24989,2021,4.619080459770115,5187867.283179343,0.1,161.0997471912929,-20.689066026218388,174,170,0
Hyundai Solaris,economy,petrol,5.14,2012,22330,2016,4.204942528735632,14638984.70935441,0.1,173.79598238709053,-5.82235441679787,174,170,0
Kia Sportage,standart,petrol,3.98,2014,56916,2022,4.439137931034483,8601749.482564487,0.1,112.58545404837054,-4.897864127570647,174,171,0
Kia Rio,economy,petrol,1.94,2013,40195,2018,4.679827586206897,6986742.96090752,0.1,127.0640262308025,12.03913487549146,174,172,0
Nissan Qashqai,standart,petrol,4.1,2015,77579,2019,4.4991954022988505,15860389.939279577,0.1,106.81863261934254,-0.1743071219064894,174,171,0
Smart Coupe,economy,petrol,3.12,2016,101075,2017,4.26764367816092,9698815.509786695,0.1,117.76445503883656,5.00327501849889,174,171,0
VW Polo VI,economy,petrol,3.82,2015,81630,2020,4.1048850574712645,19513731.407760303,0.1,170.58183931539165,12.606314679368518,174,174,0
Renault Kaptur,standart,petrol,3.22,2011,3304,2014,4.321666666666667,14865858.395381073,0.1,185.3314579596784,-5.096851446640629,174,171,0
Smart Coupe,economy,petrol,3.94,2015,73470,2020,4.012586206896552,19916658.654852696,0.0,200.0,6.80061903337613,174,174,0
Smart ForFour,economy,petrol,4.02,2017,129629,2020,4.12183908045977,15326959.281908931,0.0,179.57601135973212,10.35505435201565,174,169,0
VW Tiguan,economy,petrol,3.94,2017,119174,2020,3.9513218390804594,12491464.872031542,0.1,184.72850668466407,2.9467886143424478,174,174,0
Renault Sandero,standart,petrol,5.24,2014,65030,2016,3.934885057471264,6661393.474647119,0.1,167.75301963093466,10.719821563450084,174,169,0
Smart ForTwo,economy,petrol,3.52,2014,58435,2016,4.690459770114942,9016201.239053773,0.1,153.3012400111095,8.820582615427874,174,168,0
Smart Coupe,economy,petrol,3.24,2017,129754,2018,4.551379310344828,13536056.845605217,0.23,134.65082866366842,-1.011942911196384,174,171,0
VW Polo,economy,petrol,4.98,2012,20532,2018,4.106379310344828,11329990.997968463,0.1,184.3636526334513,-8.067540597979068,174,172,1
Mini Cooper,business,petrol,4.98,2011,3455,2016,4.796609195402299,19714005.280573983,0.1,184.2033992791669,-1.9898985671490896,174,172,0
Kia Rio,economy,petrol,3.7,2014,61991,2014,4.007816091954023,20373112.27203228,0.1,197.98156520699283,-6.558714347150196,174,173,1
MINI CooperSE,business,electro,5.14,2015,81530,2020,5.438505747126436,15143194.151448391,0.57,123.18860425692117,-2.7164766236381195,174,173,0
Kia Rio,economy,petrol,3.82,2014,64232,2015,4.617471264367817,12165353.531746795,0.1,131.01920044475034,-8.22545651809406,174,172,0
Smart ForFour,economy,petrol,5.48,2016,104945,2016,4.195229885057471,14728947.217327625,0.0,191.6093606774345,-3.9844736325779593,174,173,0
Smart ForTwo,economy,petrol,4.18,2016,94240,2016,5.422011494252874,10126696.110855209,0.7,122.75015985501189,7.364281198267674,174,173,0
Kia Rio,economy,petrol,2.6,2015,84686,2019,4.074655172413793,11916048.783332316,0.0,200.0,-6.1885821017033695,174,171,0
Mini Cooper,business,petrol,4.76,2015,79315,2019,3.881436781609196,10039791.281052422,0.1,173.91675930173494,-2.2794154751675544,174,169,0
Smart Coupe,economy,petrol,3.96,2017,138101,2017,4.541149425287356,29129075.862134423,0.1,113.75662914179296,-8.162807936045038,174,172,0
VW Tiguan,economy,petrol,2.54,2016,96375,2018,4.686034482758621,18877793.85172927,0.1,184.0,-19.248173006930983,174,169,0
VW Polo VI,economy,petrol,2.96,2014,58172,2019,4.044540229885057,6131770.616415263,0.0,192.0,-2.7069647319419667,174,173,0
Nissan Qashqai,standart,petrol,3.02,2015,81340,2018,3.96,12938114.571271162,0.1,188.4173196113646,-16.34455813904087,174,171,1
Smart ForTwo,economy,petrol,5.02,2014,55556,2019,4.601609195402299,17291879.991439585,0.63,111.65740562735644,4.5558458274788585,174,173,0
Volkswagen ID.4 ,premium,electro,4.8,2013,36907,2018,4.129827586206897,9845854.266832042,0.1,185.91128001715305,9.38101871060771,174,157,0
Renault Sandero,standart,petrol,3.64,2014,67119,2017,5.408160919540229,15587209.823188126,0.13,107.64436184784348,-0.3850031835946543,174,172,0
Hyundai Solaris,economy,petrol,4.54,2014,68959,2018,3.9167241379310345,13271539.398576424,0.1,167.6365142035967,-5.884884282972186,174,170,0
Renault Sandero,standart,petrol,5.96,2015,83621,2015,3.999712643678161,14363037.61941597,0.1,196.1186333118172,4.628466724665612,174,174,1
Skoda Rapid,economy,petrol,5.46,2014,66667,2019,4.777586206896552,11187313.297062112,0.1,171.0,3.162379544783117,174,170,0
Renault Kaptur,standart,petrol,4.6,2011,1112,2021,4.412471264367816,13770936.765911313,0.1,115.51303148209732,23.37675483635669,174,173,0
Kia Rio X-line,economy,petrol,5.24,2011,3810,2015,4.630574712643679,17104202.19984332,0.18,200.0,-0.1654099660240137,174,173,0
Renault Kaptur,standart,petrol,5.68,2014,53318,2019,4.10132183908046,10085177.645464772,0.1,199.6325701245877,12.43579787092954,174,173,1
Skoda Rapid,economy,petrol,6.12,2015,84412,2018,4.404885057471264,12595692.099914582,0.0,200.0,22.678176236384964,174,173,0
Smart ForFour,economy,petrol,3.54,2015,85471,2016,4.829597701149425,10028551.845270634,0.18,170.14233159736176,0.2518793382740525,174,173,0
Smart ForFour,economy,petrol,5.4,2017,117841,2016,4.28683908045977,8083000.752488932,0.1,176.56882454330966,-4.103781830194389,174,172,0
Renault Sandero,standart,petrol,4.5,2013,45290,2014,5.234137931034483,12177709.596550792,0.13,110.49570189126256,-1.6643093134814106,174,173,0
Kia Rio,economy,petrol,3.74,2015,78854,2020,4.532068965517242,14732902.143355971,0.1,159.0,6.385699072086098,174,173,0
Smart ForTwo,economy,petrol,4.96,2013,47356,2020,4.210344827586207,7769892.005802392,0.1,201.348446594179,-17.37061521565885,174,169,0
Kia Rio X,economy,petrol,3.12,2011,7399,2019,4.445574712643678,15177572.298296174,0.1,122.47594198247548,-7.117757793509893,174,171,0
VW Polo VI,economy,petrol,3.6,2013,37727,2018,4.593505747126437,12784666.631669244,0.1,92.77382321438404,-3.3927111252612114,174,174,0
Smart ForFour,economy,petrol,3.1,2015,91880,2019,4.483275862068965,14802013.512177762,0.24,200.0,1.2151426774929135,174,173,0
Kia Rio X,economy,petrol,2.98,2015,95645,2016,4.374597701149425,12584887.815661574,0.1,140.4734336074748,1.160526525097133,174,170,0
Skoda Rapid,economy,petrol,3.74,2016,109428,2020,4.332183908045977,15719523.727918344,0.43,96.3622257423051,0.0049241419499397,174,170,0
Kia Rio X,economy,petrol,4.06,2015,87280,2015,4.331896551724138,14445714.164855734,0.1,108.35003124414597,1.9434457587270155,174,172,0
Smart ForTwo,economy,petrol,4.7,2014,69886,2014,4.5520689655172415,13192641.149991998,0.1,100.68700175661698,8.48810959443001,174,174,0
VW Polo,economy,petrol,2.88,2014,55052,2019,4.395402298850574,11173922.091543945,0.1,104.8816368792192,3.356597857519856,174,172,0
Hyundai Solaris,economy,petrol,1.6,2012,28604,2020,4.6882758620689655,15258614.497220151,0.1,115.0,-8.01449913357487,174,171,0
Kia Rio X,economy,petrol,3.66,2012,23516,2018,3.859482758620689,11901541.601076424,0.1,172.04984095195476,-14.83940713095207,174,174,0
Renault Sandero,standart,petrol,4.32,2015,88850,2019,4.247988505747126,11573975.297796909,0.1,103.00983513338905,-7.773884064672242,174,172,0
Kia Rio X-line,economy,petrol,4.0,2012,29052,2019,4.047988505747127,13405713.25671259,0.1,167.12910728371983,-10.161779029455165,174,171,0
Hyundai Solaris,economy,petrol,3.62,2015,74334,2019,3.973735632183908,25568138.404700097,0.1,189.53589331083384,5.277405950714291,174,171,0
Smart ForTwo,economy,petrol,5.2,2013,40616,2019,4.6947701149425285,11672436.999064133,0.1,104.73687629161128,1.5207386623725756,174,173,0
Hyundai Solaris,economy,petrol,2.86,2014,58637,2016,4.761149425287357,12940039.389845114,0.1,165.26370856853373,0.0592234715453185,174,172,0
Kia Rio,economy,petrol,5.0,2015,78693,2021,4.355632183908046,19217418.826703142,0.0,182.38673400734305,2.903015751854125,174,174,0
Kia Sportage,standart,petrol,4.16,2014,53883,2018,4.307528735632184,8155620.594220847,0.1,192.5671040438897,-10.782982159458978,174,172,1
