signal_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,label
705,0.3623375,0.3715201,0.2694664,0.3000453,0.5796507,0.7787538,0.2722956,-0.4403726,-0.4051386,-0.158254,-0.13063,0.09161866,0.1752165,0.01052444,-0.04099189,-0.143571,-0.2198582,-0.1831909,-0.1658893,-0.07367825,-0.03774743,-0.09706711,-0.1283127,-0.1788761,-0.1779273,-0.09547995,0.02339768,0.1025537,0.06754605,0.04780264,0.08956028,0.1688201,0.2793171,0.2697893,0.1951103,0.2098508,0.2051679,0.1853849,0.1918173,0.1087892,0.01963429,0.01760268,0.02954329,0.002036873,-0.09374301,-0.2376266,-0.3530173,-0.3466107,-0.2755978,-0.2277612,-0.185156,-0.1932926,-0.1870441,-0.1450872,-0.1297555,-0.06056996,0.0423721,0.2153131,0.3873098,0.3530439,0.3298216,0.4427263,0.5723445,0.6828913,0.4983543,-0.1653401,-0.771244,-0.5662196,0.03854372,0.1809091,0.1303563,0.05521445,-0.1345348,-0.1832451,-0.2319586,-0.2213114,-0.134553,-0.08112164,0.01961727,-0.06850893,-0.1184105,-0.09376875,-0.1559466,-0.05460569,-0.0618084,-0.08052968,-0.01445381,-0.08841375,-0.05302257,0.01368141,0.176925,0.3932276,0.3151898,0.2169767,0.1715288,0.1275646,0.2126671,0.2588695,0.1753587,0.05391359,-0.03313266,-0.1051722,-0.1908429,-0.2755832,-0.3241314,-0.2944651,-0.2455504,-0.1902305,-0.1562962,-0.1857859,-0.1804488,-0.1593043,-0.1581185,-0.1229284,-0.05941418,0.09813616,0.3350887,0.4254891,0.3025532,0.2357604,0.3827013,0.4502819,0.1812865,-0.257333,-0.4676369,-0.2461858,0.04971949,0.1161709,0
706,-0.1355257,-0.170277,-0.09183998,-0.07979688,-0.02857719,-0.007858252,-0.09514779,-0.09755068,-0.02811611,0.1693538,0.3272345,0.2991563,0.3014011,0.3192303,0.2454951,0.05159517,-0.1086535,-0.006968936,0.1990575,0.2924112,0.2616091,0.0779122,-0.1633651,-0.2398932,-0.2372928,-0.2874657,-0.2704487,-0.2059285,-0.153219,-0.1267447,-0.1760974,-0.1959174,-0.1340586,-0.07369144,-0.04058374,-0.02006444,0.01048876,0.07003232,0.1964705,0.3567906,0.4433772,0.533658,0.6527373,0.5305018,0.1495966,-0.1933756,-0.3160021,-0.1728279,0.02897935,0.1168398,0.137008,0.01023377,-0.1272266,-0.1932407,-0.3465364,-0.3461354,-0.2226289,-0.2065054,-0.1444419,-0.1364482,-0.1703512,-0.1037126,-0.09418175,-0.05025215,0.04456743,0.03793078,0.044679,0.07112178,0.1209439,0.2768223,0.4256931,0.4303808,0.1901556,-0.1137207,-0.1255785,0.06884277,0.2642139,0.3886046,0.2528509,-0.0296119,-0.1737116,-0.2649008,-0.3126142,-0.2803798,-0.254035,-0.1600558,-0.1335308,-0.2093999,-0.1957175,-0.1898386,-0.1674696,-0.1129151,-0.1023482,-0.02300947,0.05980014,0.09106427,0.1621918,0.2998407,0.4165239,0.4554331,0.5160399,0.3960444,-0.0001800966,-0.2697015,-0.2831049,-0.1441032,0.04303353,0.1257662,0.07728188,-0.06467358,-0.1869302,-0.2403177,-0.264803,-0.2833729,-0.278285,-0.170142,-0.09420776,-0.09301961,-0.0827861,-0.1331035,-0.1222413,-0.05678405,-0.01649121,0.02765064,0.000707278,0.06154715,0.2088426,0.3105741,0
707,-0.2745823,-0.2604732,-0.1931426,-0.1427067,-0.04679876,0.204299,0.4746421,0.5846573,0.4246028,0.3075399,0.3792061,0.2711958,-0.0144591,-0.1855576,-0.1026567,0.05729286,0.0380499,-0.07733534,-0.2267113,-0.2884269,-0.2178885,-0.256074,-0.246604,-0.1064491,-0.03381297,-0.01680547,-0.08429362,-0.1053385,-0.04480957,-0.03012536,0.0169231,0.01190757,0.02365526,0.1299817,0.1651572,0.2034032,0.2520946,0.2497648,0.1389083,-0.06972013,-0.07428772,0.1639838,0.448856,0.5567295,0.3437631,0.0811975,-0.07102695,-0.1707204,-0.2170001,-0.3015778,-0.3689802,-0.360224,-0.3666894,-0.3521711,-0.3322249,-0.2883201,-0.1765183,-0.1258778,-0.03014624,0.2032988,0.3830609,0.4501999,0.4188187,0.3959669,0.4497344,0.403512,0.169847,-0.2179655,-0.4368036,-0.2355967,0.006061508,0.1054827,0.0569786,-0.1645705,-0.19949,-0.1617368,-0.2621929,-0.2387167,-0.1572278,-0.06015462,-0.005041671,-0.1008719,-0.1066607,-0.04589848,-0.000116737,0.03212671,-0.01292824,-0.007370201,0.02461592,0.07134828,0.1542879,0.1677134,0.1967795,0.231958,0.1701715,0.04460879,-0.0664687,-0.03592544,0.1721914,0.4311368,0.488532,0.2685687,0.02793853,-0.103669,-0.1663417,-0.1779861,-0.2209213,-0.2868324,-0.2983747,-0.3161012,-0.3470112,-0.2988016,-0.1976043,-0.1213389,-0.08721484,-0.04285046,0.1141442,0.3211638,0.3814381,0.3435571,0.4010254,0.4798136,0.3585145,-0.01026076,-0.4293298,-0.4796642,-0.09835964,0.1556767,0
708,-0.06079657,-0.1721406,-0.242469,-0.2342521,-0.2346738,-0.196574,-0.1387769,-0.1087019,-0.133969,-0.1292469,-0.1074948,-0.1056286,-0.02466774,0.03375538,0.05426212,0.08296231,0.06628038,0.1026632,0.1953131,0.2470206,0.1707019,0.04721201,0.06060299,0.07259804,0.06282064,0.2007264,0.3806497,0.4321733,0.3105005,0.1239787,-0.08370651,-0.3280275,-0.4111125,-0.3361781,-0.3026713,-0.2805496,-0.2476752,-0.2550844,-0.2523542,-0.202694,-0.1287276,-0.02439268,0.09622389,0.1707188,0.2089945,0.3376821,0.5798147,0.6241206,0.3247246,0.07926066,0.09946494,0.08590195,-0.08588023,-0.1405802,-0.07183546,-0.0868634,-0.07614946,-0.060875,-0.1288563,-0.1618224,-0.2030333,-0.2309052,-0.2036763,-0.1905922,-0.1548867,-0.1113271,-0.06634859,-0.03109491,-0.02025071,0.03551632,0.09015343,0.09128508,0.04885648,0.02117768,0.09610665,0.1822068,0.1790174,0.1482989,0.1202053,0.08060636,0.1186898,0.2447637,0.3319253,0.3715228,0.3529838,0.2442001,0.07297727,-0.1584028,-0.3442386,-0.3952337,-0.3524419,-0.3072271,-0.2835257,-0.2039656,-0.1796494,-0.2166428,-0.1762211,-0.152494,-0.0889773,0.03519752,0.09542146,0.162362,0.2401071,0.3806811,0.5002628,0.3629694,0.2131693,0.1743277,0.04155545,-0.07384793,-0.09158989,-0.09056814,-0.07275192,-0.08192392,-0.102061,-0.1370896,-0.2184958,-0.2209834,-0.1778897,-0.189495,-0.1720414,-0.1382994,-0.1173357,-0.1034293,-0.1180674,-0.0990851,-0.04411318,0.03405401,0
710,0.228488,0.389158,0.5913972,0.594526,0.3202678,-0.07477839,-0.3034851,-0.2467753,-0.140178,0.00282747,0.1043246,-0.07144072,-0.307353,-0.3552999,-0.2665613,-0.1430297,-0.08801031,-0.09294663,-0.09678172,-0.09256962,-0.05933107,0.02148518,0.1116771,0.1013639,0.06332857,0.1286572,0.1824389,0.273918,0.3959626,0.2836253,0.002008994,-0.2393206,-0.1954467,0.2013682,0.5121271,0.4940374,0.18319,-0.2123824,-0.3849563,-0.4507903,-0.4764963,-0.4027986,-0.3358677,-0.2646198,-0.2109472,-0.1907487,-0.1502191,-0.04963904,0.05507077,0.03332757,0.0607754,0.2524335,0.4112829,0.4282573,0.3503575,0.2447186,0.006454389,-0.2334639,-0.1987875,-0.07645561,0.03358687,0.08096689,-0.1189984,-0.3349602,-0.36197,-0.2957003,-0.2250801,-0.1543909,-0.0703,-0.07322896,-0.08880058,-0.04064512,-0.01380497,0.05347098,0.08890205,0.07754778,0.1598834,0.2622753,0.3802721,0.4353879,0.2740175,0.006751374,-0.2496782,-0.249266,0.1731053,0.5835252,0.5460978,0.1726779,-0.1968132,-0.4043287,-0.4531942,-0.4352416,-0.4327192,-0.348797,-0.2417944,-0.2283473,-0.2181682,-0.1541226,0.03052371,0.1879646,0.1463563,0.1498096,0.3081739,0.4262442,0.407856,0.3494556,0.2601093,0.09852862,-0.00357123,-0.1083687,-0.2009474,-0.09269096,0.001592784,-0.004063966,-0.06553718,-0.2530596,-0.2802614,-0.1860215,-0.1748082,-0.06801133,-0.03232334,-0.0883576,-0.03852778,-0.007558197,0.04218264,0.07250027,0.03412146,0.08184033,0
711,-0.1126488,-0.1305554,-0.05843503,0.04612855,0.1931287,0.3525613,0.3550364,0.4006311,0.5770464,0.6498571,0.3875223,-0.134786,-0.3876,-0.2405083,-0.03973651,0.08732692,0.004015521,-0.2246197,-0.3083041,-0.359188,-0.3810556,-0.2346835,-0.1266604,-0.05927686,0.02481672,-0.03960204,-0.1315226,-0.0693834,-0.003139742,-0.02798642,-0.01387541,0.0002225364,-0.015618,0.03779217,0.09342924,0.1569742,0.2014109,0.2427437,0.3355783,0.1587588,-0.1710102,-0.2165461,-0.03001611,0.2372131,0.3431236,0.2275898,0.1234014,0.005056676,-0.1116581,-0.1202615,-0.1135829,-0.159134,-0.2403,-0.3181798,-0.295344,-0.216019,-0.227139,-0.2213956,-0.1731029,-0.1521987,-0.01060155,0.1587084,0.2499116,0.3258787,0.3442832,0.4501276,0.64159,0.598651,0.134796,-0.5325227,-0.772483,-0.4636502,-0.03393692,0.2987315,0.1171411,-0.3980346,-0.4317094,-0.3551416,-0.3162561,0.04797787,0.09624017,-0.02744382,0.04657322,-0.05850293,-0.08900707,-0.004755253,0.03281025,0.02070322,-0.0838601,-0.05674348,-0.01937284,0.02806933,0.1215494,0.1068203,0.2248279,0.3416147,0.2962107,0.1948666,-0.0472072,-0.2210506,-0.1317164,0.1281382,0.410572,0.488316,0.2811894,0.0331569,-0.09008568,-0.1656264,-0.1394047,-0.1141789,-0.1903644,-0.2515997,-0.3502681,-0.295425,-0.13755,-0.1847863,-0.1803036,-0.1159495,-0.02189808,0.2768158,0.4192717,0.3542073,0.3932947,0.4341645,0.4441773,0.4914027,0.3257489,-0.1206898,0
712,-0.01476679,-0.05556995,-0.1739275,-0.2660105,-0.3110354,-0.3057249,-0.2734472,-0.1581439,-0.09557045,-0.118872,-0.08199724,-0.05224978,0.0534794,0.1938143,0.1870377,0.199076,0.2592479,0.3267091,0.3834122,0.2403686,-0.06353255,-0.2773162,-0.1365865,0.284642,0.5736639,0.524089,0.1597212,-0.2211343,-0.3969513,-0.4517209,-0.4122547,-0.3621456,-0.2965672,-0.2442876,-0.2718061,-0.2221214,-0.1519236,-0.008673846,0.1837255,0.1275875,0.1089499,0.2934064,0.3895577,0.3810533,0.3517333,0.2917611,0.07424511,-0.2153481,-0.2374771,-0.05526223,0.04025312,0.009440704,-0.07382599,-0.1893713,-0.2847487,-0.2723012,-0.1944888,-0.143714,-0.1328253,-0.1289246,-0.1146278,-0.1042138,-0.03079595,0.1039121,0.1498032,0.1223443,0.1441666,0.2464694,0.3822566,0.4213495,0.2825505,0.04110982,-0.1041604,0.006438714,0.2879439,0.4687392,0.3414959,0.0494584,-0.1414022,-0.3053407,-0.4354486,-0.3993143,-0.3579167,-0.2952772,-0.1911891,-0.2049179,-0.2043142,-0.139091,-0.0360273,0.07626107,0.09772451,0.2331078,0.4477011,0.457158,0.3967628,0.3573075,0.1227215,-0.203334,-0.2421219,-0.1127487,-0.0441277,0.07279494,0.064053,-0.1562824,-0.2930938,-0.2935288,-0.2375557,-0.1644702,-0.08936692,-0.04559027,-0.1035555,-0.1047209,-0.02029949,0.03724609,0.111056,0.1221836,0.1370954,0.2196989,0.250005,0.2880299,0.3096414,0.2407626,-0.0006654019,-0.2766284,-0.1264398,0.2945813,0.538118,0.4798056,0
717,0.2681058,0.206553,0.1349982,0.08820392,0.06110766,-0.006590118,-0.1500586,-0.1692006,-0.07091628,-0.03266608,0.01277223,-0.03083371,-0.1922429,-0.2476834,-0.2129121,-0.1272373,-0.04894631,-0.0744753,-0.101005,-0.1037535,-0.1033535,-0.06493853,-0.0002221908,0.06291945,0.1166477,0.1779689,0.1526877,0.09003001,0.1495465,0.1923454,0.1972617,0.2212739,0.06680869,-0.1852114,-0.2277971,-0.04751079,0.1675152,0.2790275,0.2609656,0.1285164,-0.03298779,-0.1033784,-0.1626275,-0.2838036,-0.2800529,-0.1676819,-0.1269949,-0.08344711,-0.1210853,-0.2514247,-0.211382,-0.102579,0.0117289,0.1484947,0.1699894,0.1830931,0.1991878,0.2260766,0.289881,0.2574523,0.2319319,0.1710976,0.0252232,-0.03558946,-0.09584927,-0.1539564,-0.105048,-0.03274381,0.01143805,0.0253628,-0.04330366,-0.1676304,-0.2041569,-0.1654186,-0.1099461,-0.02577982,-0.005159313,-0.04698924,-0.07619378,-0.1096454,-0.1234778,-0.07171515,0.001679014,0.04680356,0.1023647,0.1568608,0.1336396,0.1003008,0.1738494,0.2558706,0.2345987,0.1404641,-0.07232727,-0.3096125,-0.3385278,-0.1930816,0.01125321,0.2183784,0.2960304,0.2075176,0.08839277,-0.03591669,-0.1759933,-0.2013516,-0.1605417,-0.130587,-0.05785038,-0.03670532,-0.07393085,-0.08109145,-0.07307507,-0.03973105,0.00566527,0.02371434,0.02737349,0.06177604,0.1279494,0.2112137,0.2717286,0.1932125,0.1028171,0.1345962,0.04763958,-0.1664362,-0.2554999,-0.2376712,-0.1949356,-0.0879255,0
718,0.02098553,0.04464148,0.0995488,0.2044768,0.2855093,0.2278986,0.08691315,-0.034871,-0.1226418,-0.1179401,0.03835783,0.2631121,0.3387729,0.1601298,-0.02654482,-0.07945887,-0.1146451,-0.1764067,-0.2940459,-0.3410482,-0.274248,-0.2527658,-0.192516,-0.1277649,-0.1551154,-0.1212888,-0.05379685,-0.0005566184,0.1065409,0.2361485,0.3184484,0.3055036,0.328782,0.3856027,0.2414838,0.0953499,0.1434483,0.06190447,-0.1814244,-0.2574734,-0.1927526,-0.1893197,-0.1943149,-0.129757,-0.0815799,-0.08921757,-0.09982329,-0.08363697,-0.05948367,-0.04793705,-0.04386,-0.03210015,0.01345371,0.05629717,0.05501611,0.04257026,0.02839799,0.03089291,0.03929302,0.02311326,0.02021731,0.01071559,0.007709093,0.09664858,0.2418505,0.3205107,0.2780673,0.157182,-0.01377229,-0.1211548,-0.07027883,-0.007632812,0.06154787,0.146395,0.09815411,0.04450659,0.03201191,-0.06000587,-0.1614075,-0.2578596,-0.2914786,-0.2368928,-0.2191311,-0.1967337,-0.1901103,-0.2119919,-0.1513149,-0.0858093,-0.02925673,0.06922053,0.1619556,0.2482247,0.2736274,0.254766,0.3019321,0.3567346,0.3287465,0.2267856,0.0366358,-0.1804109,-0.2437151,-0.2035386,-0.1667497,-0.06818469,-0.05298027,-0.1358962,-0.1368402,-0.1464013,-0.1181176,-0.02837383,-0.02930233,-0.02265493,0.003043169,0.01103107,0.04347333,0.03536814,0.01942452,0.01406038,0.0224295,0.06065127,0.05099722,0.01837649,-0.001814324,0.0107977,0.09336548,0.2162359,0.3153072,0.2543893,0
719,0.0004789269,-0.03025843,-0.1019596,-0.1285774,-0.137934,-0.1111287,-0.001840251,0.1785161,0.3436164,0.3147409,0.2685875,0.3387114,0.3110206,0.2732502,0.2599931,0.1019872,-0.09238007,-0.2073173,-0.1908477,-0.07039458,-0.005889205,-0.02705898,-0.09952703,-0.1795258,-0.2382382,-0.2558858,-0.2338734,-0.2251294,-0.1555253,-0.1086929,-0.1442487,-0.09684797,-0.06668549,-0.03709267,0.08684937,0.1829914,0.2637138,0.2859093,0.2702149,0.3206669,0.3866967,0.4533448,0.425273,0.1832326,-0.1734485,-0.3203943,-0.1914022,-0.1256341,-0.09191543,-0.03979736,-0.1561035,-0.247428,-0.247891,-0.2259424,-0.1124769,-0.03732022,-0.02341423,-0.05571556,-0.1415693,-0.1788452,-0.1911313,-0.08455419,0.149751,0.2934299,0.3091853,0.2551061,0.2414798,0.2754559,0.2780281,0.2853409,0.2489157,0.1403481,-0.01747213,-0.1582223,-0.150359,-0.05932951,0.002405679,-0.009786564,-0.08914291,-0.1604152,-0.2225732,-0.2359488,-0.2001793,-0.1792187,-0.1351653,-0.109232,-0.1145836,-0.09896053,-0.1130427,-0.1296043,-0.09393025,0.01396311,0.2087765,0.3408705,0.3074848,0.2328015,0.2057781,0.2534693,0.3975225,0.4603797,0.2412302,-0.09227178,-0.2019337,-0.1279529,-0.1268905,-0.08368276,0.04398932,-0.01221895,-0.1395681,-0.1714639,-0.1891959,-0.1657093,-0.1409471,-0.1088425,-0.06043567,-0.09253512,-0.09052558,-0.06915382,-0.09432635,-0.06870383,-0.04709,0.02977437,0.1738558,0.2062413,0.16037,0.1512006,0.2403806,0.3307434,0
725,-0.4493235,-0.3375946,-0.3708885,-0.3599676,-0.3235252,-0.277809,-0.05387835,0.1510552,0.3439503,0.4197034,0.3884724,0.5187089,0.5400092,0.5046759,0.4263154,0.02613849,-0.2423241,-0.1951647,-0.1378242,-0.09467405,-0.01000805,0.05677086,-0.05946233,-0.2220334,-0.2475963,-0.232421,-0.1741236,-0.1336519,-0.1765159,-0.2035359,-0.152127,-0.05314349,0.00797763,0.04836595,0.07437269,0.08824263,0.1343496,0.1360051,0.1020679,0.09552149,0.1241262,0.1658572,0.1545005,0.1890979,0.329428,0.4167371,0.3769153,0.3174445,0.3177393,0.2305676,-0.1050369,-0.4848629,-0.4978663,-0.3431328,-0.4541072,-0.478887,-0.3731342,-0.4150774,-0.3378617,-0.3089751,-0.3540441,-0.1953159,-0.02303236,0.2189789,0.3762296,0.3132198,0.3669717,0.5264672,0.7559566,0.8209284,0.4426542,-0.1247919,-0.4923949,-0.3239593,-0.0614672,-0.08806349,0.02993638,0.03847278,-0.1574945,-0.1989051,-0.2877757,-0.2456455,-0.106685,-0.1400337,-0.1176992,-0.1537925,-0.1594242,-0.0767605,-0.1105778,-0.04146166,0.03367131,0.09229688,0.1779223,0.107909,0.1214444,0.2000998,0.2742788,0.3511869,0.14936,-0.02481681,0.1519542,0.3301737,0.3160795,0.2971956,0.3273049,0.3115738,0.2885099,0.1623318,-0.1174376,-0.3032455,-0.3359022,-0.3652504,-0.4287364,-0.4186072,-0.3457827,-0.3292776,-0.3694313,-0.4234394,-0.3682912,-0.1718723,0.08604453,0.3250741,0.4063229,0.4868057,0.6585356,0.7083015,0.6336587,0.3928141,0
726,0.3061806,0.232053,0.1422219,0.09081312,-0.0006952014,-0.08325632,-0.04615912,0.0229575,0.1088635,0.1603856,0.09642448,0.03354636,-0.09758116,-0.3443427,-0.4001973,-0.271915,-0.2144068,-0.1668293,-0.116858,-0.1209552,-0.1134853,-0.1230283,-0.05753094,0.08627967,0.098416,0.1148313,0.3016312,0.5041257,0.5291416,0.4519226,0.4476005,0.2769308,-0.07595093,-0.2547583,-0.2817094,-0.2510194,-0.1986456,-0.09573909,0.05108219,-0.01161746,-0.1614808,-0.2129663,-0.255248,-0.2091225,-0.150403,-0.1449469,-0.1125537,-0.1478301,-0.1702029,-0.09880307,-0.01401672,0.06817203,0.05736986,0.0358926,0.1130944,0.1945231,0.2956029,0.3048307,0.1572255,0.06738585,0.06015062,0.06596949,0.0630995,0.05652636,0.09489772,0.128842,0.1419336,0.1000679,-0.01410322,-0.1622303,-0.3405329,-0.3325003,-0.2175636,-0.2339219,-0.1512525,-0.1123674,-0.2032251,-0.1266814,-0.0905338,-0.03721972,0.1014604,0.05490809,0.1231014,0.3705191,0.536057,0.5418007,0.3890994,0.2945247,0.1002528,-0.1769141,-0.2389816,-0.2915849,-0.2734125,-0.1194005,0.03715241,0.1283929,-0.04060877,-0.1836201,-0.1953939,-0.2531915,-0.213167,-0.1891721,-0.1660452,-0.1298039,-0.1932062,-0.1770389,-0.1174585,-0.03460892,0.04977968,0.05787293,0.1655509,0.2964312,0.3550445,0.3557766,0.1794323,-0.009276643,0.0142612,0.09970601,0.08616176,0.09113092,0.1131216,0.09248053,0.1354628,0.1272541,-0.02536671,-0.241497,-0.4152981,-0.4025685,1
727,0.08296697,0.06952159,0.05821727,0.01906221,-0.02424738,-0.0501158,-0.02774641,-0.001491543,-0.05112217,-0.1273533,-0.1741577,-0.2113687,-0.2165008,-0.1985316,-0.194619,-0.1867953,-0.1879429,-0.1868389,-0.1523663,-0.1139825,-0.05712691,0.04003315,0.09593413,0.07090821,0.0712887,0.1161289,0.1766096,0.2831409,0.2772559,0.1381041,0.04669883,-0.03364952,-0.11671,-0.1722372,-0.08999246,0.1312281,0.1249353,-0.005757229,-0.04855015,-0.1373013,-0.1203142,-0.06704391,-0.08253805,-0.04297532,-0.05913956,-0.04699214,0.005872941,-0.01214405,-0.003173312,-0.02107608,-0.04193414,-0.02481024,-0.02108894,0.01480679,0.03857417,0.05682566,0.0734217,0.06041497,0.07272584,0.0887384,0.1409429,0.2206994,0.2266416,0.20447,0.194526,0.1648246,0.112333,0.04551032,0.01513247,0.06787879,0.1018213,0.0314123,-0.02267591,-0.01420246,-0.03163605,-0.08182752,-0.1390273,-0.1914119,-0.2170074,-0.2062232,-0.1950114,-0.2007489,-0.1967808,-0.1948648,-0.1847168,-0.1590835,-0.124817,-0.03455996,0.05145952,0.06761695,0.08797674,0.06097255,-0.0211388,0.01785423,0.1002194,0.1440621,0.2261589,0.2003155,0.09349329,0.01122106,-0.1527244,-0.2250488,-0.09779116,0.04727692,0.1094576,0.04531554,-0.04055095,-0.06583331,-0.06859651,-0.03515851,-0.02020621,-0.04519585,-0.05582226,-0.03992786,-0.007583457,0.009903489,0.01366109,0.003701746,-0.01444936,-0.0154441,-0.0224134,-0.02402655,-0.002143393,0.01940539,0.03698552,0.04650071,0.05069183,0.04661469,0
728,-0.01852445,-0.3222603,-0.4061236,-0.2639822,-0.2978212,-0.2755428,-0.2005931,-0.2765975,-0.2333745,-0.1755613,-0.1545297,-0.05545385,-0.02951645,0.08418122,0.247267,0.2909912,0.3821931,0.4035364,0.2510125,0.1101136,0.1129945,0.1156181,-0.0371476,-0.1112172,-0.07646864,-0.06919125,-0.05199352,-0.08177403,-0.1382664,-0.2126184,-0.2626554,-0.2594033,-0.2934557,-0.2327384,-0.1250411,-0.0759728,-0.002151002,0.00104898,-0.01382948,0.00860648,0.006788382,0.05210135,0.1054466,0.1219248,0.1187515,0.1374326,0.1954448,0.1702174,0.03078286,-0.1109734,-0.09096201,0.05591008,0.1858981,0.4047293,0.585598,0.4945632,0.2565459,-0.01264,-0.2185467,-0.3637684,-0.4660449,-0.3915627,-0.333788,-0.3513458,-0.2502162,-0.204044,-0.1950008,-0.1308745,-0.1215175,-0.01741933,0.1766267,0.3355837,0.4656244,0.548217,0.5787539,0.3936385,0.1738377,0.198623,0.05912066,-0.2349476,-0.2165888,-0.0881614,-0.06670862,-0.0340354,-0.05567584,-0.1376602,-0.2134615,-0.2702524,-0.2301696,-0.1806056,-0.1472244,-0.07979286,-0.0904268,-0.09475482,-0.05677966,-0.01641711,0.09237407,0.1268802,0.08573778,0.05671787,0.009897848,0.06959835,0.1776974,0.1506957,0.01725768,-0.09514442,-0.04401509,0.0671354,0.127863,0.3763182,0.6627544,0.548521,0.2425751,-0.01934294,-0.25418,-0.2913299,-0.3560708,-0.4893,-0.360664,-0.3086183,-0.3111561,-0.1596502,-0.1968749,-0.1730318,-0.06824808,-0.09677129,0.06568816,0.2675498,0
732,-0.1459455,-0.2511299,-0.2858852,-0.2849233,-0.1742296,-0.02638099,0.08028981,-0.02100597,-0.1382051,-0.1417644,-0.1857643,-0.1780891,-0.1557608,-0.1652124,-0.1308774,-0.1337704,-0.139662,-0.1055748,-0.05917891,-0.003025144,0.008769806,0.0493283,0.1655639,0.2417018,0.2652459,0.2576792,0.2004411,0.1443887,0.1170333,0.08677725,0.02978192,-0.02711945,0.009356652,0.1444546,0.2394568,0.1906975,0.01983945,-0.1988519,-0.3725455,-0.3779032,-0.2568957,-0.1665976,-0.133338,-0.1706377,-0.1946038,-0.1196499,-0.04090009,0.08033782,0.1895381,0.1284113,0.1178677,0.3673016,0.6259452,0.5932487,0.4092268,0.2106209,-0.126381,-0.3678495,-0.3236065,-0.287843,-0.2300206,0.02038441,0.1223726,-0.0191201,-0.1068357,-0.1723125,-0.2299893,-0.1928047,-0.1811811,-0.1676065,-0.117829,-0.1105081,-0.1080053,-0.1099689,-0.1036014,-0.0519102,0.05507661,0.2256598,0.3183505,0.286818,0.2561114,0.1927783,0.09193292,0.07742659,0.08187641,0.04668012,0.09735506,0.1796313,0.2027042,0.1748627,0.003835889,-0.2482436,-0.4042911,-0.4055599,-0.3152812,-0.2501902,-0.2055057,-0.1921686,-0.161952,-0.0603412,-0.03421817,-0.04006588,-0.004042407,0.009557572,0.1417477,0.4800005,0.7159401,0.5488331,0.2364507,0.06850851,-0.04452028,-0.153938,-0.2364629,-0.1972075,-0.1196789,-0.0847084,0.04154008,-0.0007412877,-0.1570068,-0.1562946,-0.2269645,-0.2297877,-0.1485159,-0.1552642,-0.09832078,-0.1152115,-0.1354554,-0.05726667,0
733,0.04070843,0.08211676,0.07944728,0.05205619,0.03734247,0.05747764,0.136316,0.268649,0.3288275,0.2089564,0.03473737,-0.0787172,-0.1172997,-0.02032287,0.1294334,0.1796057,0.1459694,0.0804471,-4.211133e-05,-0.09144826,-0.1935889,-0.2783751,-0.3226721,-0.3186562,-0.2758944,-0.2255937,-0.2210383,-0.2346459,-0.1847718,-0.1060228,0.002511346,0.1353731,0.2085078,0.2367479,0.2134351,0.1957893,0.2640931,0.2983005,0.262393,0.2297751,0.1817677,-0.01218146,-0.3061771,-0.3519428,-0.2319648,-0.2361931,-0.1570172,-0.009036964,-0.02154943,-0.057147,-0.06301107,-0.0813211,-0.0770892,-0.07121785,-0.03496799,0.003648636,0.02636061,0.05328803,0.02174586,0.001543487,0.03775077,0.05779908,0.06158889,0.03951209,0.02098553,0.04464148,0.0995488,0.2044768,0.2855093,0.2278986,0.08691315,-0.034871,-0.1226418,-0.1179401,0.03835783,0.2631121,0.3387729,0.1601298,-0.02654482,-0.07945887,-0.1146451,-0.1764067,-0.2940459,-0.3410482,-0.274248,-0.2527658,-0.192516,-0.1277649,-0.1551154,-0.1212888,-0.05379685,-0.0005566184,0.1065409,0.2361485,0.3184484,0.3055036,0.328782,0.3856027,0.2414838,0.0953499,0.1434483,0.06190447,-0.1814244,-0.2574734,-0.1927526,-0.1893197,-0.1943149,-0.129757,-0.0815799,-0.08921757,-0.09982329,-0.08363697,-0.05948367,-0.04793705,-0.04386,-0.03210015,0.01345371,0.05629717,0.05501611,0.04257026,0.02839799,0.03089291,0.03929302,0.02311326,0.02021731,0.01071559,0.007709093,0.09664858,0
