feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target_reg,target_class
0,4.351666666666667,173,1,-6.1568476926064974,63628,107.02046379094666,16042940.095705835,0,0,0,28,2014,184.08013765147237,2014,0.1,1,174,7,2.76,55.85,engine_ignition
0,4.632816091954023,172,1,8.290105682161437,42314,100.1714206665591,12424322.383913921,0,0,0,25,2013,200.0,2018,0.1,1,174,19,5.8,80.4,another_bug
0,4.5664942528735635,172,1,-1.779618837344946,96364,194.5314565817328,13481019.953740314,0,0,0,13,2015,109.38343955827206,2016,0.1,1,174,7,6.22,40.25,gear_stick
0,4.762183908045977,171,1,0.4059730217267783,19661,107.73697347237163,11193818.104440905,0,0,0,12,2012,200.0,2015,0.87,1,174,7,4.62,94.67,another_bug
0,4.296091954022988,174,1,-0.34448321926556535,43146,127.75284004748873,9794138.343080906,0,0,0,47,2013,199.79393727821412,2019,0.1,1,174,5,4.22,44.09,engine_ignition
0,4.2091379310344825,173,1,-1.0751526899835766,1695,116.23732419868502,8887826.391959658,0,0,0,49,2011,194.2207769632616,2021,0.1,1,174,7,3.2,43.56,engine_ignition
0,4.329080459770115,173,1,-7.56525559274161,58615,102.75094123137183,27257716.710132405,0,0,0,42,2014,196.9130994403571,2017,0.1,1,174,23,5.6,50.07,engine_overheat
0,4.164942528735632,174,1,3.0392778379318783,97362,107.67262842098576,11249111.096670428,0,0,0,6,2016,189.99533380008307,2018,0.1,1,174,24,2.7,59.72,engine_ignition
0,4.357068965517241,173,1,0.23362466081189145,85135,168.86729920364616,18076367.70297075,0,0,0,38,2015,171.0,2016,0.0,1,174,6,4.4,28.73,electro_bug
0,4.5328735632183905,168,1,-8.308787586482417,113777,198.62607459877387,13358873.569914587,0,0,0,3,2017,119.0,2017,0.13,1,174,18,4.44,38.45,wheel_shake
0,4.8774712643678155,171,1,-7.799674911433551,79896,100.82484279112809,3763315.001354759,0,0,0,43,2015,158.01332996995814,2017,0.1,1,174,7,5.08,33.27,wheel_shake
0,4.0343103448275865,173,1,-2.4231208094648347,42404,116.23166792294587,14150813.021016788,0,0,0,30,2013,197.13045115344136,2019,0.1,1,174,8,3.98,36.28,engine_overheat
0,5.426954022988506,173,1,-8.17996287379523,7092,167.3692840140941,8206402.58238848,0,0,0,44,2011,99.80874076101192,2015,0.75,1,174,22,3.46,27.15,break_bug
0,4.967701149425287,173,1,-5.820071071000777,24309,167.63648861072716,18167882.288272616,0,0,0,2,2012,187.0,2015,0.1,1,174,5,2.98,72.44,another_bug
0,4.067931034482759,174,1,-25.911315260076762,83333,183.58794533567288,17548279.5965073,0,0,0,3,2015,197.91165934167572,2021,0.1,1,174,17,3.52,28.39,engine_overheat
0,4.077183908045977,174,1,-2.541281940212887,22122,188.84239488078092,15995787.695642639,0,1,0,14,2012,191.65484808114607,2021,0.1,0,174,14,4.28,54.22,engine_ignition
0,4.684712643678161,170,1,14.666232551844782,86541,123.62210651706438,16266200.324109314,1,0,0,38,2015,183.0,2020,0.1,0,174,12,4.28,86.78,another_bug
0,4.007816091954023,173,1,-6.558714347150196,61991,134.9019538843909,20373112.27203228,0,0,0,20,2014,197.98156520699283,2014,0.1,1,174,6,3.7,35.84,engine_overheat
1,4.129827586206897,157,0,9.38101871060771,36907,192.28765871043564,9845854.266832042,0,0,1,19,2013,185.91128001715305,2018,0.1,0,174,25,4.8,96.44,engine_ignition
0,5.337183908045977,172,1,3.273660395291914,105879,182.24801172626388,14598125.496372849,0,0,0,24,2016,115.8856474359196,2016,0.1,1,174,18,4.64,29.56,break_bug
0,3.9877011494252876,168,1,-6.564931631740714,83184,140.55726864170612,9647705.441982402,0,1,0,44,2015,190.9792636162618,2018,0.1,0,174,16,3.74,29.09,engine_overheat
1,4.6737356321839085,167,1,2.8019386428600015,136386,185.54836474445767,11280889.20475887,0,0,0,48,2017,167.814840514448,2020,0.26,0,174,0,5.3,87.52,engine_check
0,4.299080459770114,171,1,-18.782101645293242,57077,115.89202270972226,13771262.311925884,0,1,0,6,2014,180.59001393821544,2015,0.1,0,174,9,3.56,36.26,engine_fuel
0,3.8163218390804596,172,1,22.774658138492285,76990,149.28051506922458,8976705.979293106,0,1,0,18,2015,165.61171386668656,2019,0.1,0,174,9,4.78,37.76,engine_fuel
0,4.775344827586207,170,1,-1.2757292388754173,62306,184.21988706860134,9048334.470279243,0,0,0,48,2014,182.0,2018,0.3,1,174,23,5.96,82.71,another_bug
0,4.712816091954023,172,1,0.41193379582717327,89872,190.5125031120878,10422844.622717202,0,0,0,18,2015,185.75446456421693,2017,0.1,1,174,8,3.06,69.86,another_bug
0,4.60816091954023,172,1,4.000341422088892,2052,166.05798983681916,9016392.83644515,0,0,0,7,2011,119.0,2020,0.1,1,174,7,4.34,40.67,wheel_shake
0,3.973735632183908,171,1,5.277405950714291,74334,182.71490823468525,25568138.404700097,0,0,0,28,2015,189.53589331083384,2019,0.1,1,174,5,3.62,58.57,engine_ignition
0,3.958793103448276,174,1,6.284080648412463,57404,108.18752553588004,13297060.682417525,0,0,0,17,2014,184.3733283916486,2020,0.1,1,174,7,4.78,63.54,engine_ignition
0,3.9685632183908046,174,1,-5.310497020034407,29307,108.91044466570297,13938505.763046257,0,0,0,4,2012,195.9175636782577,2019,0.1,1,174,7,2.26,57.09,engine_ignition
0,4.246666666666666,168,1,7.390142014838737,57344,159.09263694523673,30787417.67937789,0,0,0,14,2014,163.8489982505242,2019,0.1,1,174,24,4.38,47.77,engine_fuel
0,4.6048850574712645,172,1,-4.104901805793791,39361,159.1219041222288,8149360.5484047895,1,0,0,30,2013,179.5112504090691,2018,0.0,0,174,12,5.06,37.58,electro_bug
0,3.938965517241379,174,1,7.097642253430916,74720,104.68032917483066,16623206.442542778,0,0,0,40,2015,190.07005154735967,2015,0.1,1,174,22,5.42,61.89,engine_ignition
0,5.6354597701149425,172,1,1.6529315250407,44112,97.5209609341102,9086371.165106362,0,0,0,36,2013,110.32101385913644,2020,1.35,1,174,24,3.62,38.18,break_bug
0,4.441666666666666,172,1,-0.9824662502328101,125562,174.69341060505326,10693682.88604599,0,0,0,23,2017,110.37908606105007,2019,0.1,1,174,18,5.36,41.98,gear_stick
0,4.092931034482758,174,1,-3.9778442175754876,85211,119.67322260284561,18822036.16362221,0,0,0,40,2015,176.06156511237586,2017,0.0,1,174,20,2.74,33.08,electro_bug
0,4.793448275862069,174,1,-16.794979627521368,42315,132.05789813699732,14215764.848965382,0,0,0,24,2013,120.95810584961303,2019,0.26,1,174,22,2.96,30.98,wheel_shake
0,4.532183908045977,171,1,3.2982165500237977,85398,179.53779177850487,12389427.146693511,0,0,0,29,2015,109.53298172731569,2016,0.1,1,174,18,5.52,28.76,gear_stick
0,3.8138505747126437,172,1,7.704849512398216,94475,125.17005078569622,20984608.69569905,0,0,0,20,2016,185.13351393143623,2019,0.1,1,174,17,3.9,38.03,engine_overheat
0,5.306609195402299,174,1,1.4442247954099818,128022,193.16002091426157,14982097.364399103,0,0,0,38,2017,109.86858266402,2015,0.34,1,174,19,3.48,41.22,break_bug
0,4.766494252873564,171,1,10.487676017684048,54274,175.98903976334356,15031676.495071467,0,0,0,20,2014,178.0,2015,0.1,1,174,23,4.86,53.3,another_bug
0,3.8498275862068967,173,1,4.206150783905999,111468,183.69180550740134,10140081.849360518,0,0,0,48,2017,188.93888746580387,2017,0.1,1,174,17,3.46,57.58,engine_ignition
0,4.791206896551724,170,1,-10.204617279510453,80216,109.3030717189994,13954704.96642275,0,0,0,22,2015,200.0,2016,0.1,1,174,8,5.56,95.73,another_bug
0,4.448850574712644,172,1,1.5197918305892042,130890,170.122825424408,18943325.82258415,0,0,0,39,2017,95.29709052872508,2020,0.1,1,174,18,4.54,30.48,gear_stick
0,4.102528735632184,173,1,-0.7923927551494336,91515,180.0352864603413,12566188.425432157,0,0,0,43,2015,185.0,2017,0.1,1,174,7,3.82,41.76,engine_overheat
0,4.032988505747126,172,1,-6.655842792850636,79993,101.58381928641933,14885180.471112916,0,0,0,25,2015,177.79125608720352,2020,0.1,1,174,22,3.58,39.77,engine_fuel
0,4.807528735632184,173,1,1.8612451375103203,43323,99.46547557260871,10437020.772733374,0,0,0,45,2013,119.0,2017,0.1,1,174,7,4.1,39.19,wheel_shake
0,4.819137931034483,173,1,-0.4587699332880179,1053,109.63924775353229,3085995.922552466,0,0,0,42,2011,187.90507116291224,2015,0.55,1,174,8,4.04,61.72,another_bug
0,4.509137931034483,172,1,-10.816006789479973,74617,190.38125881226608,17956059.0232859,0,0,0,30,2015,122.2234030327454,2016,0.1,1,174,7,3.16,27.44,gear_stick
0,4.046321839080459,173,1,-20.16280751048977,82476,101.2728685799818,15801454.060701191,0,1,0,39,2015,167.24612671139062,2016,0.1,0,174,14,3.52,40.59,engine_fuel
0,4.57948275862069,172,1,-4.4414014730336095,104165,103.47017502843599,9507010.723710977,0,0,0,23,2016,158.0,2019,0.1,1,174,17,4.02,54.16,engine_check
0,4.574597701149425,172,1,-2.174152588049703,72243,171.22710242687867,16458002.784501256,0,1,0,34,2015,200.0,2016,0.0,0,174,9,3.56,32.99,electro_bug
0,4.571494252873563,172,1,-2.9678609951855854,51207,176.78031682267618,9051244.23721845,0,1,0,23,2013,156.0,2017,0.1,0,174,15,5.34,43.05,engine_check
0,4.533275862068965,169,1,-0.7178299073040524,57017,165.93714673321193,12917083.771691654,0,0,0,3,2014,116.65121326476677,2020,0.1,1,174,22,5.34,39.11,wheel_shake
0,4.121206896551724,174,1,5.127294347015662,90167,146.178244728578,11718840.27692426,0,0,0,36,2015,186.7842207031385,2020,0.1,1,174,5,4.28,61.95,engine_ignition
0,4.069310344827586,172,1,-5.6159060945514625,81205,151.04864411739814,8950939.300657714,0,0,0,13,2015,169.68915833259794,2015,0.1,1,174,20,4.58,28.78,engine_fuel
0,4.530747126436782,168,1,9.333137151371218,45440,99.88904851240056,9609943.009873515,0,0,0,0,2013,132.9299067340083,2014,0.1,1,174,8,4.92,31.3,wheel_shake
0,4.506551724137931,173,1,2.3228433848150494,21091,166.3894227775241,14916585.238112807,1,0,0,10,2012,198.8451906886312,2017,0.0,0,174,13,6.14,31.8,electro_bug
0,4.49896551724138,167,1,4.384066095880039,63346,169.87024221098014,11482022.796724658,0,0,0,24,2014,135.59811440394918,2017,0.1,1,174,7,4.38,33.68,wheel_shake
0,4.868735632183908,169,1,13.101523256137817,41827,148.66705044132203,13256804.396867694,0,0,0,10,2013,180.0,2022,0.1,1,174,24,2.8,76.65,another_bug
0,3.886264367816092,174,1,9.253305733758623,67500,105.30475209041602,12371855.779886989,0,0,0,3,2014,194.8139484918855,2021,0.1,1,174,23,4.26,59.18,engine_ignition
0,4.43367816091954,172,1,-4.31254923537848,129485,99.34571700723761,6769442.930157331,0,0,0,47,2017,160.29955748651884,2016,0.1,1,174,20,2.9,55.32,engine_check
0,4.479770114942529,172,1,1.4499872526374333,71710,108.62081556944159,10194047.644578032,0,0,0,35,2015,177.09460480418062,2020,0.1,1,174,5,4.02,76.7,another_bug
0,4.5424712643678165,173,1,-6.736875686214024,72725,133.21511754035865,13893044.821341354,0,0,0,19,2014,144.9236684304933,2019,0.1,1,174,8,3.98,33.18,wheel_shake
0,4.594367816091954,171,1,1.7942246053308653,37578,147.43388038009834,11058806.838904405,0,0,0,6,2013,173.80469567696747,2016,0.1,1,174,6,5.3,45.18,engine_check
0,4.203620689655172,174,1,1.7702306739067368,87035,143.55268226850825,11971572.347872047,0,1,0,40,2015,178.0,2015,0.0,0,174,14,3.56,40.76,electro_bug
0,5.291609195402299,174,1,19.618997648169753,3357,177.90793428700997,8520098.40525787,0,0,0,10,2011,105.8206744408748,2018,0.1,1,174,6,5.18,27.37,break_bug
0,4.351034482758621,174,1,3.273698150308004,45196,152.41895856531252,13040219.90399173,0,0,0,0,2013,119.09966024650632,2019,0.1,1,174,22,5.72,38.24,gear_stick
0,4.3532758620689656,172,1,-0.7982014160837458,24978,180.22454492778593,10383246.886090461,0,0,0,10,2012,122.14450414612574,2016,0.67,1,174,7,4.36,28.94,gear_stick
0,4.301149425287356,173,1,-3.1419298856353945,84740,175.5629347150583,13548085.309532985,0,1,0,45,2015,113.84261391173504,2017,0.1,0,174,14,3.82,34.88,gear_stick
0,3.9186781609195402,173,1,-11.54593862292764,854,107.83851898147599,13508834.615513332,0,1,0,24,2011,195.7886198147718,2016,0.1,0,174,16,5.26,67.46,engine_ignition
0,4.583793103448276,172,1,-7.992245321056112,39252,151.48743663055183,13326999.252330223,0,0,0,30,2013,124.87684328692583,2019,0.1,1,174,17,4.4,26.47,wheel_shake
0,4.050114942528736,173,1,-1.0427069209863664,127194,123.69575560334215,12869711.92809276,0,0,0,24,2017,167.51723312036128,2020,0.1,1,174,24,3.62,69.56,engine_ignition
0,5.276724137931034,174,1,-10.483451065842093,123971,149.64434639190995,12564304.617083164,0,0,0,3,2017,104.25610009461664,2016,0.1,1,174,17,4.26,34.71,break_bug
0,3.9766091954022986,172,1,-0.8628082288515344,57543,97.55260723596143,17302151.653019488,0,0,0,12,2014,194.28309741249984,2021,0.1,1,174,17,3.84,56.28,engine_ignition
0,4.636149425287357,170,1,-3.842356828848196,103173,114.44961672581717,9968266.888854282,0,0,0,23,2016,180.60720600365025,2019,0.1,1,174,19,3.84,47.18,another_bug
1,5.595,173,1,2.434713630816699,111161,105.1072336128067,10839707.607170656,0,0,0,38,2017,103.91456268996312,2021,0.33,0,174,1,3.24,40.01,break_bug
0,4.275747126436782,172,1,7.745545436037043,76601,122.5697979533433,19360900.192582686,0,0,0,33,2015,179.0,2019,0.1,1,174,7,4.64,61.05,engine_ignition
0,4.470689655172413,172,1,3.0130193463636363,23620,149.6747133375227,16708042.34186029,0,0,0,30,2012,119.0,2022,0.1,1,174,5,4.26,38.8,wheel_shake
0,4.649655172413793,171,1,5.102762335855333,66223,118.31288149793609,6136210.198414419,0,1,0,42,2014,155.0,2015,0.1,0,174,9,3.28,47.44,engine_check
0,4.694137931034483,172,1,7.125962267920894,64192,118.24877947078764,12015695.995996052,0,1,0,45,2014,193.27542654180516,2016,0.1,0,174,14,5.9,69.47,another_bug
0,4.65683908045977,171,1,-0.43325299447596516,68270,116.6935967529581,9517123.87235476,0,0,0,4,2014,159.78019318717978,2019,0.1,1,174,7,6.3,48.63,engine_check
0,4.567528735632184,172,1,4.5492722118134985,55735,155.7173361244968,11506386.484044436,0,0,0,29,2014,190.0,2016,0.1,1,174,5,3.22,98.82,another_bug
0,4.404252873563219,169,1,-2.781965176597037,90347,136.54946512518725,12411964.383630969,0,0,0,9,2016,119.55876866519844,2021,0.1,1,174,17,3.28,22.78,gear_stick
0,4.331091954022988,172,1,5.1270208029247595,2306,134.1787014221027,10440623.785794517,0,1,0,49,2011,167.00473178925046,2020,0.0,0,174,15,4.6,37.7,electro_bug
0,4.200919540229886,170,1,0.5657400167423535,62715,152.12597208759766,25514735.51541444,0,0,0,28,2014,174.4591592984899,2018,0.1,1,174,7,4.28,32.05,engine_fuel
0,4.443275862068965,173,1,-1.0591252637442437,4848,100.11197080737749,14093529.356490605,0,0,0,35,2011,103.81248834033856,2021,0.1,1,174,6,3.46,30.07,gear_stick
0,4.211436781609195,173,1,-20.065994123920852,27025,173.2244608181743,19854876.899182267,0,0,0,33,2012,169.9727719909754,2018,0.1,1,174,5,4.86,23.31,engine_fuel
0,4.411954022988506,171,1,-0.4879852368589156,66115,170.00165954792317,16351139.155771168,0,0,0,21,2014,163.0,2017,0.35,1,174,18,4.56,51.95,engine_check
0,4.045172413793104,173,1,-2.8275299776048213,79469,197.4516827030871,9210214.543163469,0,0,0,43,2015,197.44722010910607,2014,0.1,1,174,23,4.52,28.95,engine_overheat
0,4.57051724137931,172,1,23.36783905527635,21425,119.84958628778251,6352801.1440215055,0,1,0,27,2012,98.26992244343164,2019,0.1,0,174,15,3.56,34.13,gear_stick
0,4.879252873563218,171,1,-1.311319266469465,77670,191.46716160897455,8402863.78902726,0,0,0,29,2015,118.0,2016,0.1,1,174,22,4.9,33.29,wheel_shake
0,5.205114942528736,173,1,27.286362075582247,110995,185.17403326557564,7059207.465105991,0,0,0,44,2016,109.96395808329794,2019,0.1,1,174,24,4.4,32.73,break_bug
1,3.9352873563218393,173,1,-12.719526134552797,117447,149.53121027358534,14277335.137039872,0,0,0,29,2017,167.26623551013876,2018,0.1,0,174,1,2.8,34.18,engine_fuel
0,4.224942528735632,171,1,-11.014022053820858,114029,129.76088248543732,10446526.718236556,0,0,0,34,2017,188.4926160499573,2016,0.0,1,174,20,4.66,42.72,electro_bug
0,3.9573563218390806,172,1,-22.574069916764735,21148,192.7037275000031,8308833.135890617,0,0,0,11,2012,198.3672318203993,2016,0.1,1,174,22,5.02,51.52,engine_overheat
0,5.311896551724137,173,1,-32.51785900050245,108915,166.0939910603854,21809331.00142583,0,0,0,34,2016,120.00098648808525,2018,0.1,1,174,19,8.9,33.83,break_bug
1,4.317183908045977,172,1,-8.970579870631774,110790,164.40507382008172,14759177.440867525,0,0,0,31,2016,199.20102356257635,2018,0.1,0,174,1,3.0,40.94,engine_overheat
0,4.669022988505747,173,1,-2.7232495237792778,40885,148.61099044504374,8780774.256559843,0,0,0,35,2013,137.91845786696285,2022,0.1,1,174,24,4.04,44.19,wheel_shake
0,4.430804597701149,171,1,0.5279740728406762,8846,131.36593235894506,11244615.432190327,0,1,0,4,2011,184.8557951501857,2014,0.1,0,174,9,4.66,81.03,another_bug
0,4.057873563218391,169,1,-1.8734767993511192,96818,183.0488121201641,12534436.946346246,0,1,0,17,2015,162.64498781723017,2022,0.1,0,174,14,2.86,33.67,engine_fuel
0,4.5778160919540225,173,1,-8.868639350313567,136056,123.43847970672732,11083289.768635307,0,0,0,13,2017,115.83708622267685,2021,0.1,1,174,20,4.66,30.59,gear_stick
0,4.811034482758621,170,1,13.421871721290909,134520,146.57309803324182,9036239.89280068,0,0,0,1,2017,151.96616625736888,2021,0.1,1,174,24,6.4,38.5,wheel_shake
0,5.1755172413793105,173,1,-7.549203774444979,96756,109.82057397747406,4112172.577658575,0,0,0,42,2016,108.57269878903112,2020,0.4,1,174,17,3.4,43.8,break_bug
0,4.099540229885058,173,1,-3.420689876629966,106858,179.20356594324568,11587433.981394779,0,0,0,48,2016,198.48929834405112,2014,0.1,1,174,19,4.98,34.79,engine_overheat
0,4.6931034482758625,173,1,-1.9742720933359388,88751,104.0635453680004,23644460.30342069,0,1,0,25,2015,96.66357559538162,2017,0.1,0,174,16,4.08,30.9,gear_stick
0,4.2762643678160925,172,1,3.0301724113448985,27992,127.09850043316416,13946180.009414405,0,0,0,40,2012,197.3191227323992,2017,0.1,1,174,5,5.24,23.45,engine_overheat
0,3.839137931034483,172,1,-7.085459713706733,1868,156.1760741012938,4132175.303161325,0,1,0,20,2011,186.8551540768896,2016,0.1,0,174,15,3.64,59.09,engine_overheat
0,4.123908045977011,173,1,-8.673654432314663,105659,119.27950734921458,4941844.209409777,0,0,0,29,2016,180.98073013190012,2018,0.1,1,174,19,3.74,46.47,engine_overheat
0,4.307471264367816,171,1,-2.2067179163987727,83708,106.10462095673942,13472840.098434988,0,1,0,14,2015,190.94752262171028,2014,0.1,0,174,15,4.94,43.89,engine_fuel
0,5.212528735632184,171,1,-4.394915589273806,89891,104.62862621444559,21382577.5091158,0,0,0,36,2016,105.72652332464462,2015,0.21,1,174,19,4.18,40.27,break_bug
1,4.333735632183909,156,0,18.736499799854805,100284,149.26449135048867,10582149.61244814,0,0,1,2,2016,196.6838493617104,2019,0.0,0,174,25,4.36,41.19,electro_bug
0,4.191149425287357,174,1,7.31645010958317,88326,141.9200973256293,21926610.21889629,0,1,0,23,2015,196.0,2019,0.1,0,174,14,3.78,59.14,engine_ignition
0,4.856896551724138,169,1,11.520849086503773,63075,160.07862478832135,18600471.591976333,0,0,0,43,2014,196.6015272676526,2020,0.22,1,174,18,4.86,98.71,another_bug
0,4.374367816091954,174,1,0.6442602632627388,126000,158.74131738872504,9896285.8998135,0,0,0,1,2017,102.5502181006026,2015,0.15,1,174,19,5.52,28.96,gear_stick
0,4.054367816091954,171,1,4.833568813814011,44266,96.86400637840862,17141922.214802977,0,0,0,23,2013,186.0,2017,0.0,1,174,17,2.68,29.14,electro_bug
0,4.38235632183908,174,1,-1.7929977215495774,2783,95.95954369855465,7841999.374417003,0,1,0,8,2011,200.0,2020,0.0,0,174,14,3.66,51.0,electro_bug
0,4.627988505747126,172,1,5.753195176212715,28216,98.35841550631332,13246043.433951415,0,0,0,44,2012,177.0,2015,0.12,1,174,5,5.26,73.94,another_bug
0,4.560287356321839,174,1,-9.264293907065625,54032,137.27191682118124,15618990.812457897,0,0,0,21,2014,103.90872586858134,2014,0.57,1,174,8,3.24,24.9,gear_stick
0,4.638908045977011,173,1,-15.055692047987622,80239,134.2984915136127,20933319.360756464,0,0,0,32,2015,126.29943590039908,2020,0.1,1,174,19,3.52,27.89,wheel_shake
0,4.003793103448276,171,1,4.570241344058515,87297,186.43765058700433,18245911.909867022,0,0,0,38,2015,171.24633516394275,2014,0.1,1,174,6,3.62,33.13,engine_fuel
0,4.416896551724138,172,1,9.268259037403686,57442,196.9097250137479,11740057.217224004,0,0,0,32,2014,119.0,2022,0.1,1,174,23,3.94,30.85,wheel_shake
0,4.499137931034483,168,1,-2.9002140211427196,43200,126.34481865954335,16192122.89243415,0,0,0,38,2013,163.07707024231598,2017,0.1,1,174,5,3.08,41.43,engine_fuel
0,3.7504597701149427,171,1,-2.442438020513761,86243,146.84076106574642,18974260.36137042,0,0,0,14,2015,171.1905765088318,2016,0.1,1,174,20,5.24,37.29,engine_fuel
0,4.630632183908046,173,1,-1.7943551509519668,75852,116.71088808903693,13432431.189062383,0,0,0,42,2015,168.6074237980778,2016,0.1,1,174,22,3.94,53.48,engine_check
0,4.118333333333333,171,1,1.7146216722360847,6833,98.19429457722211,13782833.947272118,0,1,0,43,2011,192.08214660354255,2021,0.1,0,174,16,3.76,44.19,engine_overheat
0,4.636379310344828,173,1,1.737173430122878,919,121.89531426968735,8402249.802165579,0,0,0,42,2011,157.8097413241977,2015,0.1,1,174,5,3.4,61.8,engine_check
0,4.091034482758621,172,1,3.885914540659681,68655,194.98602159830736,15034883.847297883,0,0,0,25,2014,196.74050843127856,2016,0.1,1,174,6,4.42,33.24,engine_overheat
0,4.441609195402299,172,1,-20.15031415620589,86417,177.2957214704899,11510883.8586591,0,0,0,32,2015,158.06779621418306,2021,0.1,1,174,5,5.6,54.51,engine_check
0,3.9513218390804594,174,1,2.9467886143424473,119174,169.93442750650604,12491464.872031542,0,0,0,7,2017,184.72850668466407,2020,0.1,1,174,24,3.94,79.43,engine_ignition
0,5.390114942528736,174,1,-3.9038640347074267,77686,140.1910159095532,12207737.228122225,0,1,0,26,2015,105.36079543684396,2022,0.1,0,174,16,2.12,36.05,break_bug
0,5.345344827586207,173,1,4.860903495852597,25356,187.43246019138684,13329756.88483384,0,0,0,45,2012,106.99370591742706,2022,0.1,1,174,23,3.34,36.01,break_bug
0,4.374597701149425,170,1,1.160526525097133,95645,176.8549022129916,12584887.815661574,0,0,0,24,2015,140.4734336074748,2016,0.1,1,174,7,2.98,37.96,wheel_shake
0,4.66316091954023,173,1,0.3273635393662194,47503,154.59914168168564,9549731.505389415,0,1,0,37,2013,183.0,2020,0.1,0,174,9,4.64,63.13,another_bug
0,4.634310344827586,172,1,5.384679281870163,89745,155.10424320939833,15609051.530986043,0,0,0,49,2016,174.1970035444966,2020,0.0,1,174,24,4.2,32.72,electro_bug
0,4.170977011494253,172,1,4.653277110063399,107700,117.95143600503862,14615224.528613728,0,0,0,49,2017,200.0,2016,0.0,1,174,19,4.7,39.02,electro_bug
0,4.670574712643678,172,1,2.175754163575628,84778,117.74024416546841,11224021.160501378,0,0,0,26,2015,128.6081739429445,2020,0.1,1,174,7,3.04,26.6,wheel_shake
0,4.097758620689655,173,1,-3.9481719282411745,56626,95.3274966921022,13709487.642575145,0,0,0,16,2014,182.2791399577897,2018,0.1,1,174,7,4.62,34.98,engine_overheat
0,4.498275862068966,172,1,2.9585605225854525,60514,111.3905066512254,11271781.7142018,0,0,0,11,2014,191.56814094719957,2017,0.0,1,174,23,3.64,28.62,electro_bug
0,4.408620689655173,173,1,-1.7341370940262033,39096,190.6679013380575,8136362.843633086,0,0,0,49,2013,107.8513385392724,2018,0.1,1,174,17,4.82,45.6,gear_stick
0,4.2956321839080465,173,1,-7.768241287793467,93134,158.61582094153184,15402293.078211209,0,0,0,44,2015,181.5666367232892,2019,0.1,1,174,6,2.8,38.91,engine_overheat
0,4.308448275862069,170,0,-19.03795328830379,40181,195.1946558669866,8070298.243789877,1,0,1,17,2013,195.1367262465161,2021,0.1,0,174,10,4.38,82.36,engine_ignition
0,5.206494252873563,173,1,-8.934278723645175,98685,199.57103313638237,22360252.15348933,0,0,0,48,2016,113.6999862311522,2017,0.1,1,174,24,4.1,38.83,break_bug
0,4.128218390804597,171,1,15.288786968181537,41639,121.19301014544553,11980600.422972957,0,0,0,25,2013,156.96959240699147,2019,0.1,1,174,23,3.78,41.67,engine_fuel
0,4.745862068965517,169,1,5.129821163694356,76798,120.97190416997654,13762097.422211086,0,0,0,36,2015,200.0,2018,0.1,1,174,17,5.16,71.07,another_bug
0,3.8601149425287353,173,1,-0.09305324091183315,85781,133.71192666932566,12702841.009359319,0,0,0,18,2015,186.0,2019,0.1,1,174,7,3.44,60.28,engine_ignition
0,3.870804597701149,174,1,-14.250112949326748,7591,159.17838542916348,18032902.192238975,0,1,0,34,2011,196.4958499417272,2019,0.1,0,174,16,3.44,56.85,engine_ignition
0,5.205057471264368,173,1,-14.011833274359002,41067,134.02914631109508,18867240.0263617,0,1,0,35,2013,106.74244218371526,2021,0.38,0,174,16,5.52,34.78,break_bug
0,4.003850574712644,171,1,-4.187986846849672,70488,100.39156728680021,21333255.810757294,0,0,0,45,2014,197.9874260667667,2019,0.1,1,174,22,3.1,41.41,engine_overheat
0,4.070747126436781,173,1,4.721440734947832,122555,98.05779443618422,22757404.773838848,0,0,0,23,2017,189.8004633122136,2018,0.0,1,174,20,3.7,31.57,electro_bug
0,4.838103448275862,173,1,-4.009680778166211,46121,154.76702142478297,9382346.328396318,0,0,0,29,2013,185.0,2018,0.1,1,174,19,5.26,74.54,another_bug
0,4.782988505747126,173,1,8.26143011046082,1319,156.68942836885742,21967693.728267055,0,0,0,44,2011,139.126176670277,2015,0.1,1,174,23,3.96,26.74,wheel_shake
0,4.707356321839081,169,1,-8.197303209678166,67172,129.5630731657556,8858904.792104537,1,0,0,16,2014,180.42297070546743,2015,0.1,0,174,12,4.24,80.55,another_bug
0,4.501264367816092,165,1,11.728900492327718,54725,134.24180357796305,21066931.356378905,0,1,0,32,2014,200.0,2017,0.1,0,174,15,2.5,78.21,another_bug
0,4.305172413793104,172,1,-7.020930373804016,124072,195.87207794610453,11333144.16151746,0,0,0,46,2017,199.224863722164,2019,0.1,1,174,19,4.44,24.5,engine_overheat
0,4.513908045977011,170,1,-4.344501000416857,64544,115.45416665870233,10710364.17875017,0,0,0,47,2014,158.57831720731326,2017,0.1,1,174,23,5.0,59.03,engine_check
0,5.263505747126437,173,1,-11.153828153286305,81699,132.8274382283384,12629137.296343222,0,0,0,3,2015,116.15033973512249,2019,0.73,1,174,22,1.88,26.22,break_bug
0,4.236034482758621,170,1,13.949612651761782,125565,194.69598403248588,13735616.097862916,0,0,0,44,2017,161.9628201981329,2016,0.1,1,174,20,5.02,41.09,engine_fuel
0,5.3260919540229885,173,1,6.886681418390108,50271,168.38742232015318,16143835.510594225,0,1,0,14,2013,106.08916680078168,2016,0.1,0,174,14,3.2,21.89,break_bug
